code_station,libelle_station,date_prelevement,code_parametre,libelle_parametre,resultat,symbole_unite,longitude,latitude
05134540,Le Laudot au niveau de Revel,2021-01-26,1303,Conductivité à 25°C,234.0,µS/cm,1.960507514,43.424672771
05158280,Le Peyrencou au niveau de Loubens-Lauragais,2021-01-26,1303,Conductivité à 25°C,725.0,µS/cm,1.798080619,43.581808156
05163100,Le Bras inférieur Garonne dans Toulouse (Coubertin),2021-01-26,1340,Nitrates,7.0,mg(NO3)/L,1.430186212,43.585122999
05163290,La Garonne à l'entrée dans Toulouse,2021-01-26,1340,Nitrates,20.0,mg(NO3)/L,1.436897496,43.572350837
05163100,Le Bras inférieur Garonne dans Toulouse (Coubertin),2021-01-26,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.430186212,43.585122999
05161900,La Garonne à Blagnac,2021-01-26,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.400961721,43.624924498
05183910,Le Ruisseau de Marignac à Marignac,2021-01-26,1302,Potentiel en Hydrogène (pH),7.9,unité pH,0.65364243,42.916159443
05163700,La Saudrune à l'aval du Bois Vert,2021-01-26,1340,Nitrates,15.0,mg(NO3)/L,1.39332015,43.539047635
05130500,Ruisseau de Palmola à Bessières,2021-01-26,1302,Potentiel en Hydrogène (pH),7.8,unité pH,1.57670803,43.807094119
05163100,Le Bras inférieur Garonne dans Toulouse (Coubertin),2021-01-26,1350,Phosphore total,0.1,mg(P)/L,1.430186212,43.585122999
05183930,La Pique à Cier de Luchon,2021-01-26,1302,Potentiel en Hydrogène (pH),8.3,unité pH,0.602333509,42.852679219
05183900,La Garonne en aval de la Pique,2021-01-26,1302,Potentiel en Hydrogène (pH),8.2,unité pH,0.647410266,42.939145087
05158280,Le Peyrencou au niveau de Loubens-Lauragais,2021-01-26,1350,Phosphore total,0.12,mg(P)/L,1.798080619,43.581808156
05163140,Le Bras inférieur Garonne dans Toulouse (rocade sud),2021-01-26,1350,Phosphore total,0.1,mg(P)/L,1.430782683,43.570552789
05183930,La Pique à Cier de Luchon,2021-01-26,1303,Conductivité à 25°C,134.0,µS/cm,0.602333509,42.852679219
05162520,La Saudrune à St Lys,2021-01-26,1340,Nitrates,27.0,mg(NO3)/L,1.211280264,43.490752918
05134432,La Rigole de la Plaine au niveau de Revel,2021-01-26,1303,Conductivité à 25°C,417.0,µS/cm,1.955308076,43.435689477
05163440,La Saundrune en amont de la Garonne,2021-01-26,1303,Conductivité à 25°C,443.0,µS/cm,1.423091162,43.543713847
05183900,La Garonne en aval de la Pique,2021-01-26,1303,Conductivité à 25°C,166.0,µS/cm,0.647410266,42.939145087
05134380,Le Laudot au niveau de Montegut Lauragais,2021-01-26,1301,Température de l'Eau,5.5,°C,1.954108864,43.482645008
05159260,Le Courbet à Pibrac,2021-01-26,1350,Phosphore total,0.32,mg(P)/L,1.286981282,43.622467745
05158090,Le ruisseau de Laragou à Bonrepos-Riquet,2021-01-26,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.608357511,43.682674019
05162520,La Saudrune à St Lys,2021-01-26,1301,Température de l'Eau,6.0,°C,1.211280264,43.490752918
05134400,Le Sor en aval de Revel,2021-01-26,1340,Nitrates,11.0,mg(NO3)/L,1.992900902,43.47464446
05134432,La Rigole de la Plaine au niveau de Revel,2021-01-26,1340,Nitrates,19.0,mg(NO3)/L,1.955308076,43.435689477
05158800,Le Ruisseau du Panariol à Aussonne,2021-01-26,1303,Conductivité à 25°C,393.0,µS/cm,1.318741736,43.679663671
05158280,Le Peyrencou au niveau de Loubens-Lauragais,2021-01-26,1340,Nitrates,56.0,mg(NO3)/L,1.798080619,43.581808156
05134540,Le Laudot au niveau de Revel,2021-01-26,1350,Phosphore total,0.06,mg(P)/L,1.960507514,43.424672771
05183970,La Garonne au Plan d'Arem,2021-01-26,1340,Nitrates,1.34,mg/L,0.742175301,42.857692252
05134380,Le Laudot au niveau de Montegut Lauragais,2021-01-26,1340,Nitrates,42.2,mg(NO3)/L,1.954108864,43.482645008
05162520,La Saudrune à St Lys,2021-01-26,1302,Potentiel en Hydrogène (pH),7.7,unité pH,1.211280264,43.490752918
05161950,Le Touch à St-Michel du Touch,2021-01-26,1340,Nitrates,15.0,mg(NO3)/L,1.395626096,43.62079603
05183930,La Pique à Cier de Luchon,2021-01-26,1301,Température de l'Eau,4.0,°C,0.602333509,42.852679219
05183920,La Pique à Cier-Gaud,2021-01-26,1302,Potentiel en Hydrogène (pH),8.1,unité pH,0.638599533,42.912231028
05183900,La Garonne en aval de la Pique,2021-01-26,1350,Phosphore total,0.01,mg/L,0.647410266,42.939145087
05163700,La Saudrune à l'aval du Bois Vert,2021-01-26,1350,Phosphore total,0.26,mg(P)/L,1.39332015,43.539047635
05162980,Le Canal du Midi dans Toulouse (Béarnais),2021-01-26,1303,Conductivité à 25°C,306.0,µS/cm,1.423967794,43.611851219
05181600,Le Ger à Boutx,2021-01-26,1301,Température de l'Eau,6.6,°C,0.804923152,42.917018719
05162980,Le Canal du Midi dans Toulouse (Béarnais),2021-01-26,1350,Phosphore total,0.04,mg(P)/L,1.423967794,43.611851219
05158200,La Vendinelle à Loubens-Lauragais,2021-01-26,1303,Conductivité à 25°C,671.0,µS/cm,1.799080259,43.546455286
05161900,La Garonne à Blagnac,2021-01-26,1301,Température de l'Eau,7.0,°C,1.400961721,43.624924498
05183920,La Pique à Cier-Gaud,2021-01-26,1301,Température de l'Eau,5.4,°C,0.638599533,42.912231028
05183940,La Pique au niveau de Bagnères de Luchon,2021-01-26,1340,Nitrates,1.19,mg/L,0.603382512,42.773626904
05159000,L'Aussonnelle à Cornebarrieu,2021-01-26,1350,Phosphore total,0.34,mg(P)/L,1.327303391,43.653155467
05181600,Le Ger à Boutx,2021-01-26,1350,Phosphore total,0.01,mg/L,0.804923152,42.917018719
05183970,La Garonne au Plan d'Arem,2021-01-26,1303,Conductivité à 25°C,190.0,µS/cm,0.742175301,42.857692252
05159000,L'Aussonnelle à Cornebarrieu,2021-01-26,1303,Conductivité à 25°C,325.0,µS/cm,1.327303391,43.653155467
05134432,La Rigole de la Plaine au niveau de Revel,2021-01-26,1350,Phosphore total,0.11,mg(P)/L,1.955308076,43.435689477
05161950,Le Touch à St-Michel du Touch,2021-01-26,1301,Température de l'Eau,7.0,°C,1.395626096,43.62079603
05184000,La Garonne au Pont du Roi,2021-01-26,1340,Nitrates,1.42,mg/L,0.735863431,42.849282942
05183930,La Pique à Cier de Luchon,2021-01-26,1350,Phosphore total,0.011,mg/L,0.602333509,42.852679219
05161950,Le Touch à St-Michel du Touch,2021-01-26,1303,Conductivité à 25°C,337.0,µS/cm,1.395626096,43.62079603
05162520,La Saudrune à St Lys,2021-01-26,1350,Phosphore total,0.29,mg(P)/L,1.211280264,43.490752918
05158200,La Vendinelle à Loubens-Lauragais,2021-01-26,1350,Phosphore total,0.09,mg(P)/L,1.799080259,43.546455286
05162520,La Saudrune à St Lys,2021-01-26,1303,Conductivité à 25°C,294.0,µS/cm,1.211280264,43.490752918
05163140,Le Bras inférieur Garonne dans Toulouse (rocade sud),2021-01-26,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.430782683,43.570552789
05158141,Le ruisseau de Conné en amont de Verfeil,2021-01-26,1350,Phosphore total,0.07,mg(P)/L,1.658733821,43.671877492
05134540,Le Laudot au niveau de Revel,2021-01-26,1302,Potentiel en Hydrogène (pH),7.9,unité pH,1.960507514,43.424672771
05159000,L'Aussonnelle à Cornebarrieu,2021-01-26,1301,Température de l'Eau,6.0,°C,1.327303391,43.653155467
05184000,La Garonne au Pont du Roi,2021-01-26,1302,Potentiel en Hydrogène (pH),8.0,unité pH,0.735863431,42.849282942
05161900,La Garonne à Blagnac,2021-01-26,1340,Nitrates,9.0,mg(NO3)/L,1.400961721,43.624924498
05183910,Le Ruisseau de Marignac à Marignac,2021-01-26,1350,Phosphore total,0.01,mg/L,0.65364243,42.916159443
05134400,Le Sor en aval de Revel,2021-01-26,1301,Température de l'Eau,5.4,°C,1.992900902,43.47464446
05158090,Le ruisseau de Laragou à Bonrepos-Riquet,2021-01-26,1303,Conductivité à 25°C,765.0,µS/cm,1.608357511,43.682674019
05183935,La Neste D'oô au niveau de Bagnères de Luchon,2021-01-26,1340,Nitrates,2.39,mg/L,0.578713318,42.793942877
05183935,La Neste D'oô au niveau de Bagnères de Luchon,2021-01-26,1303,Conductivité à 25°C,192.0,µS/cm,0.578713318,42.793942877
05163140,Le Bras inférieur Garonne dans Toulouse (rocade sud),2021-01-26,1340,Nitrates,7.0,mg(NO3)/L,1.430782683,43.570552789
05161950,Le Touch à St-Michel du Touch,2021-01-26,1350,Phosphore total,0.29,mg(P)/L,1.395626096,43.62079603
05183935,La Neste D'oô au niveau de Bagnères de Luchon,2021-01-26,1350,Phosphore total,0.016,mg/L,0.578713318,42.793942877
05162500,Le Touch en aval de Fonsorbes,2021-01-26,1302,Potentiel en Hydrogène (pH),8.0,unité pH,1.260271198,43.524037222
05163000,La Garonne dans Toulouse (St-Pierre),2021-01-26,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.435571267,43.601939515
05162980,Le Canal du Midi dans Toulouse (Béarnais),2021-01-26,1301,Température de l'Eau,7.0,°C,1.423967794,43.611851219
05158160,Le Balerme à Teulat,2021-01-26,1350,Phosphore total,0.05,mg(P)/L,1.691168709,43.63708569
05130500,Ruisseau de Palmola à Bessières,2021-01-26,1350,Phosphore total,0.327,mg(P)/L,1.57670803,43.807094119
05183910,Le Ruisseau de Marignac à Marignac,2021-01-26,1303,Conductivité à 25°C,135.0,µS/cm,0.65364243,42.916159443
05163100,Le Bras inférieur Garonne dans Toulouse (Coubertin),2021-01-26,1301,Température de l'Eau,7.0,°C,1.430186212,43.585122999
05163000,La Garonne dans Toulouse (St-Pierre),2021-01-26,1303,Conductivité à 25°C,307.0,µS/cm,1.435571267,43.601939515
05184000,La Garonne au Pont du Roi,2021-01-26,1301,Température de l'Eau,4.6,°C,0.735863431,42.849282942
05158800,Le Ruisseau du Panariol à Aussonne,2021-01-26,1302,Potentiel en Hydrogène (pH),7.9,unité pH,1.318741736,43.679663671
05183940,La Pique au niveau de Bagnères de Luchon,2021-01-26,1350,Phosphore total,0.01,mg/L,0.603382512,42.773626904
05158280,Le Peyrencou au niveau de Loubens-Lauragais,2021-01-26,1301,Température de l'Eau,7.0,°C,1.798080619,43.581808156
05163290,La Garonne à l'entrée dans Toulouse,2021-01-26,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.436897496,43.572350837
05134540,Le Laudot au niveau de Revel,2021-01-26,1340,Nitrates,11.4,mg(NO3)/L,1.960507514,43.424672771
05183970,La Garonne au Plan d'Arem,2021-01-26,1302,Potentiel en Hydrogène (pH),8.1,unité pH,0.742175301,42.857692252
05159260,Le Courbet à Pibrac,2021-01-26,1301,Température de l'Eau,6.0,°C,1.286981282,43.622467745
05161900,La Garonne à Blagnac,2021-01-26,1303,Conductivité à 25°C,304.0,µS/cm,1.400961721,43.624924498
05183920,La Pique à Cier-Gaud,2021-01-26,1303,Conductivité à 25°C,153.0,µS/cm,0.638599533,42.912231028
05162500,Le Touch en aval de Fonsorbes,2021-01-26,1350,Phosphore total,0.25,mg(P)/L,1.260271198,43.524037222
05181600,Le Ger à Boutx,2021-01-26,1302,Potentiel en Hydrogène (pH),8.2,unité pH,0.804923152,42.917018719
05183935,La Neste D'oô au niveau de Bagnères de Luchon,2021-01-26,1302,Potentiel en Hydrogène (pH),8.3,unité pH,0.578713318,42.793942877
05134380,Le Laudot au niveau de Montegut Lauragais,2021-01-26,1302,Potentiel en Hydrogène (pH),8.0,unité pH,1.954108864,43.482645008
05183900,La Garonne en aval de la Pique,2021-01-26,1340,Nitrates,2.04,mg/L,0.647410266,42.939145087
05158141,Le ruisseau de Conné en amont de Verfeil,2021-01-26,1301,Température de l'Eau,7.0,°C,1.658733821,43.671877492
05158160,Le Balerme à Teulat,2021-01-26,1301,Température de l'Eau,6.0,°C,1.691168709,43.63708569
05158090,Le ruisseau de Laragou à Bonrepos-Riquet,2021-01-26,1340,Nitrates,41.0,mg(NO3)/L,1.608357511,43.682674019
05163440,La Saundrune en amont de la Garonne,2021-01-26,1340,Nitrates,32.0,mg(NO3)/L,1.423091162,43.543713847
05158800,Le Ruisseau du Panariol à Aussonne,2021-01-26,1301,Température de l'Eau,7.0,°C,1.318741736,43.679663671
05163700,La Saudrune à l'aval du Bois Vert,2021-01-26,1303,Conductivité à 25°C,433.0,µS/cm,1.39332015,43.539047635
05158200,La Vendinelle à Loubens-Lauragais,2021-01-26,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.799080259,43.546455286
05181200,Le Job au droit de Juzet d'Izaut,2021-01-27,1303,Conductivité à 25°C,255.0,µS/cm,0.740996546,42.981999128
05156700,La Garonne à Ondes,2021-01-27,1340,Nitrates,16.0,mg(NO3)/L,1.307128121,43.777678805
05177000,La Garonne à Cazères,2021-01-27,1303,Conductivité à 25°C,280.0,µS/cm,1.087623838,43.203926486
05181000,La Garonne à Labarthe Inard,2021-01-27,1301,Température de l'Eau,8.0,°C,0.841394789,43.094456213
05177000,La Garonne à Cazères,2021-01-27,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.087623838,43.203926486
05165790,La Mouillonne au niveau de Miremont,2021-01-27,1340,Nitrates,44.1,mg/L,1.437602111,43.390948303
05176850,Le Volp au Plan,2021-01-27,1303,Conductivité à 25°C,332.0,µS/cm,1.11771413,43.17017534
05181800,La Garonne à Valentine,2021-01-27,1303,Conductivité à 25°C,214.0,µS/cm,0.706309886,43.097693069
05175300,Le Canal de Franquevielle à Cardeilhac,2021-01-27,1301,Température de l'Eau,7.4,°C,0.65982253,43.193607051
05164000,L'Ariège à Lacroix - Falgarde,2021-01-27,1340,Nitrates,8.97,mg/L,1.406872377,43.499561998
05156950,L'Hers mort au niveau de St-Sauveur,2021-01-27,1350,Phosphore total,0.19,mg(P)/L,1.380556327,43.750443226
05156700,La Garonne à Ondes,2021-01-27,1350,Phosphore total,0.11,mg(P)/L,1.307128121,43.777678805
05165850,L'Ariège à Clermont-le-Fort,2021-01-27,1303,Conductivité à 25°C,284.0,µS/cm,1.420603568,43.460528595
05181800,La Garonne à Valentine,2021-01-27,1301,Température de l'Eau,7.3,°C,0.706309886,43.097693069
05174000,La Garonne en amont de l'Ariège,2021-01-27,1350,Phosphore total,0.037,mg/L,1.387766337,43.512148118
05181000,La Garonne à Labarthe Inard,2021-01-27,1303,Conductivité à 25°C,273.0,µS/cm,0.841394789,43.094456213
05164650,Ruisseau du Haumont à Pins-Justaret,2021-01-27,1302,Potentiel en Hydrogène (pH),8.0,unité pH,1.396729453,43.482944724
05176100,Le Montbrun en amont de Montbrun Bocage,2021-01-27,1301,Température de l'Eau,8.1,°C,1.247176815,43.104881447
05164000,L'Ariège à Lacroix - Falgarde,2021-01-27,1350,Phosphore total,0.039,mg/L,1.406872377,43.499561998
05181100,Le Job au niveau d'Encausse les thermes,2021-01-27,1350,Phosphore total,0.024,mg/L,0.751587141,43.064366285
05165790,La Mouillonne au niveau de Miremont,2021-01-27,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.437602111,43.390948303
05165760,L'Aise à Issus,2021-01-27,1350,Phosphore total,0.09,mg/L,1.443832556,43.427030658
05175200,La Nère au niveau de Francon,2021-01-27,1350,Phosphore total,0.103,mg/L,1.002349327,43.270767185
05164000,L'Ariège à Lacroix - Falgarde,2021-01-27,1303,Conductivité à 25°C,300.0,µS/cm,1.406872377,43.499561998
05181800,La Garonne à Valentine,2021-01-27,1350,Phosphore total,0.012,mg/L,0.706309886,43.097693069
05176850,Le Volp au Plan,2021-01-27,1301,Température de l'Eau,8.7,°C,1.11771413,43.17017534
05181130,Le Ruisseau de la Lose à Encausse-les-Thermes,2021-01-27,1301,Température de l'Eau,10.8,°C,0.742463252,43.053828138
05181000,La Garonne à Labarthe Inard,2021-01-27,1350,Phosphore total,0.018,mg/L,0.841394789,43.094456213
05156700,La Garonne à Ondes,2021-01-27,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.307128121,43.777678805
05165000,La Lèze à Labarthe-sur-Lèze,2021-01-27,1340,Nitrates,25.5,mg/L,1.406575617,43.450964783
05175200,La Nère au niveau de Francon,2021-01-27,1302,Potentiel en Hydrogène (pH),8.0,unité pH,1.002349327,43.270767185
05181700,Le Canal de la Gentille,2021-01-27,1302,Potentiel en Hydrogène (pH),8.0,unité pH,0.748417491,43.102630456
05155100,La Garenne (Cédat) au Castéra,2021-01-27,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.134799933,43.651643675
05175300,Le Canal de Franquevielle à Cardeilhac,2021-01-27,1303,Conductivité à 25°C,134.0,µS/cm,0.65982253,43.193607051
05177000,La Garonne à Cazères,2021-01-27,1301,Température de l'Eau,9.8,°C,1.087623838,43.203926486
05155000,La Save à Grenade,2021-01-27,1303,Conductivité à 25°C,461.0,µS/cm,1.275836646,43.783848791
05165900,L'Ariège à Cintegabelle,2021-01-27,1301,Température de l'Eau,7.8,°C,1.532947423,43.310764293
05165850,L'Ariège à Clermont-le-Fort,2021-01-27,1302,Potentiel en Hydrogène (pH),8.4,unité pH,1.420603568,43.460528595
05181900,Le Lavet à Villeneuve de Rivière,2021-01-27,1302,Potentiel en Hydrogène (pH),7.7,unité pH,0.648543937,43.115973775
05164650,Ruisseau du Haumont à Pins-Justaret,2021-01-27,1301,Température de l'Eau,8.6,°C,1.396729453,43.482944724
05181000,La Garonne à Labarthe Inard,2021-01-27,1302,Potentiel en Hydrogène (pH),8.1,unité pH,0.841394789,43.094456213
05155000,La Save à Grenade,2021-01-27,1302,Potentiel en Hydrogène (pH),8.1,unité pH,1.275836646,43.783848791
05175300,Le Canal de Franquevielle à Cardeilhac,2021-01-27,1340,Nitrates,10.0,mg/L,0.65982253,43.193607051
05181130,Le Ruisseau de la Lose à Encausse-les-Thermes,2021-01-27,1303,Conductivité à 25°C,397.0,µS/cm,0.742463252,43.053828138
05165760,L'Aise à Issus,2021-01-27,1302,Potentiel en Hydrogène (pH),8.4,unité pH,1.443832556,43.427030658
05181100,Le Job au niveau d'Encausse les thermes,2021-01-27,1301,Température de l'Eau,9.9,°C,0.751587141,43.064366285
05176100,Le Montbrun en amont de Montbrun Bocage,2021-01-27,1340,Nitrates,1.3,mg/L,1.247176815,43.104881447
05156950,L'Hers mort au niveau de St-Sauveur,2021-01-27,1301,Température de l'Eau,7.0,°C,1.380556327,43.750443226
05177000,La Garonne à Cazères,2021-01-27,1340,Nitrates,4.25,mg/L,1.087623838,43.203926486
05165890,La Jade au niveau de Cintegabelle,2021-01-27,1350,Phosphore total,0.093,mg/L,1.517125403,43.303170666
05174000,La Garonne en amont de l'Ariège,2021-01-27,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.387766337,43.512148118
05176100,Le Montbrun en amont de Montbrun Bocage,2021-01-27,1302,Potentiel en Hydrogène (pH),7.9,unité pH,1.247176815,43.104881447
05165890,La Jade au niveau de Cintegabelle,2021-01-27,1303,Conductivité à 25°C,558.0,µS/cm,1.517125403,43.303170666
05158000,Le Girou à Cépet,2021-01-27,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.433921776,43.752663689
05181200,Le Job au droit de Juzet d'Izaut,2021-01-27,1301,Température de l'Eau,9.0,°C,0.740996546,42.981999128
05181700,Le Canal de la Gentille,2021-01-27,1303,Conductivité à 25°C,255.0,µS/cm,0.748417491,43.102630456
05164650,Ruisseau du Haumont à Pins-Justaret,2021-01-27,1303,Conductivité à 25°C,512.0,µS/cm,1.396729453,43.482944724
05181800,La Garonne à Valentine,2021-01-27,1302,Potentiel en Hydrogène (pH),8.1,unité pH,0.706309886,43.097693069
05154600,Le Saint-Pierre à St Cézert,2021-01-27,1303,Conductivité à 25°C,660.0,µS/cm,1.186008879,43.784730775
05175200,La Nère au niveau de Francon,2021-01-27,1301,Température de l'Eau,8.6,°C,1.002349327,43.270767185
05164000,L'Ariège à Lacroix - Falgarde,2021-01-27,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.406872377,43.499561998
05176850,Le Volp au Plan,2021-01-27,1340,Nitrates,3.62,mg/L,1.11771413,43.17017534
05181100,Le Job au niveau d'Encausse les thermes,2021-01-27,1340,Nitrates,4.52,mg/L,0.751587141,43.064366285
05165760,L'Aise à Issus,2021-01-27,1303,Conductivité à 25°C,751.0,µS/cm,1.443832556,43.427030658
05165900,L'Ariège à Cintegabelle,2021-01-27,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.532947423,43.310764293
05165900,L'Ariège à Cintegabelle,2021-01-27,1350,Phosphore total,0.025,mg/L,1.532947423,43.310764293
05155000,La Save à Grenade,2021-01-27,1301,Température de l'Eau,8.0,°C,1.275836646,43.783848791
05176100,Le Montbrun en amont de Montbrun Bocage,2021-01-27,1303,Conductivité à 25°C,300.0,µS/cm,1.247176815,43.104881447
05181900,Le Lavet à Villeneuve de Rivière,2021-01-27,1301,Température de l'Eau,7.8,°C,0.648543937,43.115973775
05181700,Le Canal de la Gentille,2021-01-27,1350,Phosphore total,0.018,mg/L,0.748417491,43.102630456
05175200,La Nère au niveau de Francon,2021-01-27,1340,Nitrates,17.8,mg/L,1.002349327,43.270767185
05175300,Le Canal de Franquevielle à Cardeilhac,2021-01-27,1350,Phosphore total,0.022,mg/L,0.65982253,43.193607051
05156700,La Garonne à Ondes,2021-01-27,1303,Conductivité à 25°C,414.0,µS/cm,1.307128121,43.777678805
05175300,Le Canal de Franquevielle à Cardeilhac,2021-01-27,1302,Potentiel en Hydrogène (pH),7.8,unité pH,0.65982253,43.193607051
05181700,Le Canal de la Gentille,2021-01-27,1340,Nitrates,3.26,mg/L,0.748417491,43.102630456
05165850,L'Ariège à Clermont-le-Fort,2021-01-27,1350,Phosphore total,0.04,mg/L,1.420603568,43.460528595
05176850,Le Volp au Plan,2021-01-27,1350,Phosphore total,0.029,mg/L,1.11771413,43.17017534
05165760,L'Aise à Issus,2021-01-27,1340,Nitrates,37.4,mg/L,1.443832556,43.427030658
05165850,L'Ariège à Clermont-le-Fort,2021-01-27,1301,Température de l'Eau,7.8,°C,1.420603568,43.460528595
05165770,Le ruisseau de Tédèlou au niveau de Grepiac,2021-01-27,1302,Potentiel en Hydrogène (pH),8.4,unité pH,1.477223385,43.414637812
05164000,L'Ariège à Lacroix - Falgarde,2021-01-27,1301,Température de l'Eau,7.8,°C,1.406872377,43.499561998
05164650,Ruisseau du Haumont à Pins-Justaret,2021-01-27,1350,Phosphore total,0.115,mg/L,1.396729453,43.482944724
05181100,Le Job au niveau d'Encausse les thermes,2021-01-27,1303,Conductivité à 25°C,324.0,µS/cm,0.751587141,43.064366285
05174000,La Garonne en amont de l'Ariège,2021-01-27,1340,Nitrates,6.82,mg/L,1.387766337,43.512148118
05181130,Le Ruisseau de la Lose à Encausse-les-Thermes,2021-01-27,1350,Phosphore total,0.045,mg/L,0.742463252,43.053828138
05158000,Le Girou à Cépet,2021-01-27,1350,Phosphore total,0.17,mg(P)/L,1.433921776,43.752663689
05165900,L'Ariège à Cintegabelle,2021-01-27,1340,Nitrates,6.08,mg/L,1.532947423,43.310764293
05181800,La Garonne à Valentine,2021-01-27,1340,Nitrates,2.78,mg/L,0.706309886,43.097693069
05154600,Le Saint-Pierre à St Cézert,2021-01-27,1340,Nitrates,31.0,mg(NO3)/L,1.186008879,43.784730775
05181200,Le Job au droit de Juzet d'Izaut,2021-01-27,1302,Potentiel en Hydrogène (pH),8.0,unité pH,0.740996546,42.981999128
05155100,La Garenne (Cédat) au Castéra,2021-01-27,1340,Nitrates,51.0,mg(NO3)/L,1.134799933,43.651643675
05155100,La Garenne (Cédat) au Castéra,2021-01-27,1301,Température de l'Eau,8.0,°C,1.134799933,43.651643675
05176100,Le Montbrun en amont de Montbrun Bocage,2021-01-27,1350,Phosphore total,0.024,mg/L,1.247176815,43.104881447
05165790,La Mouillonne au niveau de Miremont,2021-01-27,1350,Phosphore total,0.144,mg/L,1.437602111,43.390948303
05165000,La Lèze à Labarthe-sur-Lèze,2021-01-27,1302,Potentiel en Hydrogène (pH),8.4,unité pH,1.406575617,43.450964783
05155000,La Save à Grenade,2021-01-27,1350,Phosphore total,0.22,mg(P)/L,1.275836646,43.783848791
05154600,Le Saint-Pierre à St Cézert,2021-01-27,1301,Température de l'Eau,8.0,°C,1.186008879,43.784730775
05156950,L'Hers mort au niveau de St-Sauveur,2021-01-27,1340,Nitrates,41.0,mg(NO3)/L,1.380556327,43.750443226
05155000,La Save à Grenade,2021-01-27,1340,Nitrates,23.0,mg(NO3)/L,1.275836646,43.783848791
05181000,La Garonne à Labarthe Inard,2021-01-27,1340,Nitrates,3.67,mg/L,0.841394789,43.094456213
05181900,Le Lavet à Villeneuve de Rivière,2021-01-27,1340,Nitrates,10.6,mg/L,0.648543937,43.115973775
05165890,La Jade au niveau de Cintegabelle,2021-01-27,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.517125403,43.303170666
05181200,Le Job au droit de Juzet d'Izaut,2021-01-27,1340,Nitrates,3.53,mg/L,0.740996546,42.981999128
05181900,Le Lavet à Villeneuve de Rivière,2021-01-27,1350,Phosphore total,0.039,mg/L,0.648543937,43.115973775
05181130,Le Ruisseau de la Lose à Encausse-les-Thermes,2021-01-27,1302,Potentiel en Hydrogène (pH),8.1,unité pH,0.742463252,43.053828138
05154600,Le Saint-Pierre à St Cézert,2021-01-27,1350,Phosphore total,0.16,mg(P)/L,1.186008879,43.784730775
05165890,La Jade au niveau de Cintegabelle,2021-01-27,1340,Nitrates,20.2,mg/L,1.517125403,43.303170666
05176850,Le Volp au Plan,2021-01-27,1302,Potentiel en Hydrogène (pH),7.9,unité pH,1.11771413,43.17017534
05165000,La Lèze à Labarthe-sur-Lèze,2021-01-27,1350,Phosphore total,0.065,mg/L,1.406575617,43.450964783
05174000,La Garonne en amont de l'Ariège,2021-01-27,1303,Conductivité à 25°C,300.0,µS/cm,1.387766337,43.512148118
05158000,Le Girou à Cépet,2021-01-27,1303,Conductivité à 25°C,706.0,µS/cm,1.433921776,43.752663689
05165000,La Lèze à Labarthe-sur-Lèze,2021-01-27,1303,Conductivité à 25°C,555.0,µS/cm,1.406575617,43.450964783
05177000,La Garonne à Cazères,2021-01-27,1350,Phosphore total,0.02,mg/L,1.087623838,43.203926486
05165850,L'Ariège à Clermont-le-Fort,2021-01-27,1340,Nitrates,8.03,mg/L,1.420603568,43.460528595
05181130,Le Ruisseau de la Lose à Encausse-les-Thermes,2021-01-27,1340,Nitrates,4.28,mg/L,0.742463252,43.053828138
05164650,Ruisseau du Haumont à Pins-Justaret,2021-01-27,1340,Nitrates,30.6,mg/L,1.396729453,43.482944724
05165770,Le ruisseau de Tédèlou au niveau de Grepiac,2021-01-27,1340,Nitrates,39.0,mg/L,1.477223385,43.414637812
05175200,La Nère au niveau de Francon,2021-01-27,1303,Conductivité à 25°C,394.0,µS/cm,1.002349327,43.270767185
05165790,La Mouillonne au niveau de Miremont,2021-01-27,1301,Température de l'Eau,9.1,°C,1.437602111,43.390948303
05156950,L'Hers mort au niveau de St-Sauveur,2021-01-27,1303,Conductivité à 25°C,692.0,µS/cm,1.380556327,43.750443226
05158000,Le Girou à Cépet,2021-01-27,1301,Température de l'Eau,7.0,°C,1.433921776,43.752663689
05181700,Le Canal de la Gentille,2021-01-27,1301,Température de l'Eau,8.0,°C,0.748417491,43.102630456
05165790,La Mouillonne au niveau de Miremont,2021-01-27,1303,Conductivité à 25°C,662.0,µS/cm,1.437602111,43.390948303
05156700,La Garonne à Ondes,2021-01-27,1301,Température de l'Eau,7.0,°C,1.307128121,43.777678805
