code_station,libelle_station,date_prelevement,code_parametre,libelle_parametre,resultat,symbole_unite,longitude,latitude
05163140,Le Bras inférieur Garonne dans Toulouse (rocade sud),2021-02-23,1301,Température de l'Eau,11.0,°C,1.430782683,43.570552789
05157550,La Rivel à Baziège,2021-02-23,1340,Nitrates,64.6,mg(NO3)/L,1.594926497,43.462748566
05154600,Le Saint-Pierre à St Cézert,2021-02-23,1350,Phosphore total,0.04,mg(P)/L,1.186008879,43.784730775
05157750,L'Hers Mort à Renneville,2021-02-23,1350,Phosphore total,0.2,mg(P)/L,1.714998187,43.377680817
05161900,La Garonne à Blagnac,2021-02-23,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.400961721,43.624924498
05157645,Le Ruisseau de Gardijol à Gardouch,2021-02-23,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.685830535,43.390466949
05157670,Le Marès au niveau d'Avignonet Lauragais,2021-02-23,1303,Conductivité à 25°C,663.0,µS/cm,1.774101034,43.379086096
05158280,Le Peyrencou au niveau de Loubens-Lauragais,2021-02-23,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.798080619,43.581808156
05176850,Le Volp au Plan,2021-02-23,1301,Température de l'Eau,9.1,°C,1.11771413,43.17017534
05157550,La Rivel à Baziège,2021-02-23,1350,Phosphore total,0.07,mg(P)/L,1.594926497,43.462748566
05158150,Le Girou en amont de Verfeil,2021-02-23,1350,Phosphore total,0.06,mg(P)/L,1.652755251,43.641925945
05177000,La Garonne à Cazères,2021-02-23,1303,Conductivité à 25°C,241.0,µS/cm,1.087623838,43.203926486
05163140,Le Bras inférieur Garonne dans Toulouse (rocade sud),2021-02-23,1340,Nitrates,5.2,mg(NO3)/L,1.430782683,43.570552789
05160000,Le Canal Latéral au droit de Lespinasse,2021-02-23,1301,Température de l'Eau,11.0,°C,1.386478721,43.709489755
05180900,La Garonne à Boussens (Pont de la D13),2021-02-23,1303,Conductivité à 25°C,241.0,µS/cm,0.961848368,43.160954225
05157510,Le Tissier à Montlaur,2021-02-23,1301,Température de l'Eau,12.0,°C,1.574851925,43.47472413
05183930,La Pique à Cier de Luchon,2021-02-23,1350,Phosphore total,0.015,mg/L,0.602333509,42.852679219
05163100,Le Bras inférieur Garonne dans Toulouse (Coubertin),2021-02-23,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.430186212,43.585122999
05158090,Le ruisseau de Laragou à Bonrepos-Riquet,2021-02-23,1303,Conductivité à 25°C,646.0,µS/cm,1.608357511,43.682674019
05163700,La Saudrune à l'aval du Bois Vert,2021-02-23,1301,Température de l'Eau,13.0,°C,1.39332015,43.539047635
05183900,La Garonne en aval de la Pique,2021-02-23,1302,Potentiel en Hydrogène (pH),8.1,unité pH,0.647410266,42.939145087
05161500,La Garonne au Syndicat Centre et Nord,2021-02-23,1303,Conductivité à 25°C,292.0,µS/cm,1.403577731,43.664021872
05177000,La Garonne à Cazères,2021-02-23,1350,Phosphore total,0.014,mg/L,1.087623838,43.203926486
05158141,Le ruisseau de Conné en amont de Verfeil,2021-02-23,1301,Température de l'Eau,10.0,°C,1.658733821,43.671877492
05158170,Le Dagour au niveau de Bourg-Saint-Bernard,2021-02-23,1303,Conductivité à 25°C,746.0,µS/cm,1.681189706,43.617347138
05163100,Le Bras inférieur Garonne dans Toulouse (Coubertin),2021-02-23,1340,Nitrates,5.6,mg(NO3)/L,1.430186212,43.585122999
05157645,Le Ruisseau de Gardijol à Gardouch,2021-02-23,1340,Nitrates,33.8,mg(NO3)/L,1.685830535,43.390466949
05157550,La Rivel à Baziège,2021-02-23,1303,Conductivité à 25°C,857.0,µS/cm,1.594926497,43.462748566
05158170,Le Dagour au niveau de Bourg-Saint-Bernard,2021-02-23,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.681189706,43.617347138
05157600,Le Visenc à Baziège,2021-02-23,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.626050795,43.449560442
05178000,Le Salat à Roquefort,2021-02-23,1301,Température de l'Eau,8.4,°C,0.968803704,43.157846306
05163290,La Garonne à l'entrée dans Toulouse,2021-02-23,1340,Nitrates,5.6,mg(NO3)/L,1.436897496,43.572350837
05158141,Le ruisseau de Conné en amont de Verfeil,2021-02-23,1302,Potentiel en Hydrogène (pH),8.1,unité pH,1.658733821,43.671877492
05158280,Le Peyrencou au niveau de Loubens-Lauragais,2021-02-23,1301,Température de l'Eau,11.0,°C,1.798080619,43.581808156
05158090,Le ruisseau de Laragou à Bonrepos-Riquet,2021-02-23,1350,Phosphore total,0.04,mg(P)/L,1.608357511,43.682674019
05180900,La Garonne à Boussens (Pont de la D13),2021-02-23,1340,Nitrates,3.66,mg/L,0.961848368,43.160954225
05177000,La Garonne à Cazères,2021-02-23,1301,Température de l'Eau,9.6,°C,1.087623838,43.203926486
05181900,Le Lavet à Villeneuve de Rivière,2021-02-23,1350,Phosphore total,0.011,mg/L,0.648543937,43.115973775
05163290,La Garonne à l'entrée dans Toulouse,2021-02-23,1303,Conductivité à 25°C,275.0,µS/cm,1.436897496,43.572350837
05157750,L'Hers Mort à Renneville,2021-02-23,1301,Température de l'Eau,11.0,°C,1.714998187,43.377680817
05181600,Le Ger à Boutx,2021-02-23,1301,Température de l'Eau,7.0,°C,0.804923152,42.917018719
05177600,La Garonne à Boussens (Pont de la déviation de la N117),2021-02-23,1303,Conductivité à 25°C,260.0,µS/cm,0.974040196,43.17360075
05161000,La Garonne en aval de Toulouse,2021-02-23,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.368139354,43.700396138
05158170,Le Dagour au niveau de Bourg-Saint-Bernard,2021-02-23,1301,Température de l'Eau,11.0,°C,1.681189706,43.617347138
05158280,Le Peyrencou au niveau de Loubens-Lauragais,2021-02-23,1350,Phosphore total,0.05,mg(P)/L,1.798080619,43.581808156
05163100,Le Bras inférieur Garonne dans Toulouse (Coubertin),2021-02-23,1303,Conductivité à 25°C,279.0,µS/cm,1.430186212,43.585122999
05158150,Le Girou en amont de Verfeil,2021-02-23,1301,Température de l'Eau,11.0,°C,1.652755251,43.641925945
05160000,Le Canal Latéral au droit de Lespinasse,2021-02-23,1340,Nitrates,1.8,mg(NO3)/L,1.386478721,43.709489755
05161500,La Garonne au Syndicat Centre et Nord,2021-02-23,1350,Phosphore total,0.03,mg(P)/L,1.403577731,43.664021872
05134400,Le Sor en aval de Revel,2021-02-23,1302,Potentiel en Hydrogène (pH),7.6,unité pH,1.992900902,43.47464446
05157510,Le Tissier à Montlaur,2021-02-23,1303,Conductivité à 25°C,831.0,µS/cm,1.574851925,43.47472413
05161900,La Garonne à Blagnac,2021-02-23,1340,Nitrates,5.9,mg(NO3)/L,1.400961721,43.624924498
05157670,Le Marès au niveau d'Avignonet Lauragais,2021-02-23,1350,Phosphore total,0.08,mg(P)/L,1.774101034,43.379086096
05176850,Le Volp au Plan,2021-02-23,1350,Phosphore total,0.01,mg/L,1.11771413,43.17017534
05165150,La lèze au niveau de Beaumont sur Lèze,2021-02-23,1302,Potentiel en Hydrogène (pH),8.1,unité pH,1.350520249,43.380478349
05161950,Le Touch à St-Michel du Touch,2021-02-23,1301,Température de l'Eau,10.0,°C,1.395626096,43.62079603
05163100,Le Bras inférieur Garonne dans Toulouse (Coubertin),2021-02-23,1301,Température de l'Eau,10.0,°C,1.430186212,43.585122999
05183900,La Garonne en aval de la Pique,2021-02-23,1350,Phosphore total,0.01,mg/L,0.647410266,42.939145087
05176100,Le Montbrun en amont de Montbrun Bocage,2021-02-23,1340,Nitrates,0.71,mg/L,1.247176815,43.104881447
05161950,Le Touch à St-Michel du Touch,2021-02-23,1303,Conductivité à 25°C,382.0,µS/cm,1.395626096,43.62079603
05176100,Le Montbrun en amont de Montbrun Bocage,2021-02-23,1301,Température de l'Eau,10.0,°C,1.247176815,43.104881447
05163700,La Saudrune à l'aval du Bois Vert,2021-02-23,1350,Phosphore total,0.12,mg(P)/L,1.39332015,43.539047635
05157645,Le Ruisseau de Gardijol à Gardouch,2021-02-23,1303,Conductivité à 25°C,690.0,µS/cm,1.685830535,43.390466949
05177000,La Garonne à Cazères,2021-02-23,1302,Potentiel en Hydrogène (pH),8.1,unité pH,1.087623838,43.203926486
05158200,La Vendinelle à Loubens-Lauragais,2021-02-23,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.799080259,43.546455286
05184000,La Garonne au Pont du Roi,2021-02-23,1303,Conductivité à 25°C,157.0,µS/cm,0.735863431,42.849282942
05181900,Le Lavet à Villeneuve de Rivière,2021-02-23,1302,Potentiel en Hydrogène (pH),7.8,unité pH,0.648543937,43.115973775
05158160,Le Balerme à Teulat,2021-02-23,1302,Potentiel en Hydrogène (pH),8.1,unité pH,1.691168709,43.63708569
05181900,Le Lavet à Villeneuve de Rivière,2021-02-23,1303,Conductivité à 25°C,124.0,µS/cm,0.648543937,43.115973775
05161950,Le Touch à St-Michel du Touch,2021-02-23,1340,Nitrates,10.5,mg(NO3)/L,1.395626096,43.62079603
05163440,La Saundrune en amont de la Garonne,2021-02-23,1301,Température de l'Eau,13.0,°C,1.423091162,43.543713847
05163700,La Saudrune à l'aval du Bois Vert,2021-02-23,1302,Potentiel en Hydrogène (pH),7.7,unité pH,1.39332015,43.539047635
05183900,La Garonne en aval de la Pique,2021-02-23,1340,Nitrates,1.63,mg/L,0.647410266,42.939145087
05178000,Le Salat à Roquefort,2021-02-23,1340,Nitrates,2.1,mg/L,0.968803704,43.157846306
05157150,La Seillonne au niveau de Dremil Lafage,2021-02-23,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.616522682,43.584866574
05161950,Le Touch à St-Michel du Touch,2021-02-23,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.395626096,43.62079603
05161000,La Garonne en aval de Toulouse,2021-02-23,1340,Nitrates,6.8,mg(NO3)/L,1.368139354,43.700396138
05180900,La Garonne à Boussens (Pont de la D13),2021-02-23,1302,Potentiel en Hydrogène (pH),8.0,unité pH,0.961848368,43.160954225
05181600,Le Ger à Boutx,2021-02-23,1303,Conductivité à 25°C,195.0,µS/cm,0.804923152,42.917018719
05157150,La Seillonne au niveau de Dremil Lafage,2021-02-23,1340,Nitrates,46.3,mg(NO3)/L,1.616522682,43.584866574
05183930,La Pique à Cier de Luchon,2021-02-23,1340,Nitrates,2.07,mg/L,0.602333509,42.852679219
05154600,Le Saint-Pierre à St Cézert,2021-02-23,1302,Potentiel en Hydrogène (pH),8.3,unité pH,1.186008879,43.784730775
05181900,Le Lavet à Villeneuve de Rivière,2021-02-23,1301,Température de l'Eau,9.7,°C,0.648543937,43.115973775
05157100,La Sausse à Toulouse,2021-02-23,1340,Nitrates,30.7,mg(NO3)/L,1.483920545,43.646812257
05158160,Le Balerme à Teulat,2021-02-23,1350,Phosphore total,0.04,mg(P)/L,1.691168709,43.63708569
05160000,Le Canal Latéral au droit de Lespinasse,2021-02-23,1302,Potentiel en Hydrogène (pH),8.0,unité pH,1.386478721,43.709489755
05157360,L'Hers Mort à l'aval de Castanet,2021-02-23,1303,Conductivité à 25°C,665.0,µS/cm,1.501887793,43.545909907
05157100,La Sausse à Toulouse,2021-02-23,1350,Phosphore total,0.16,mg(P)/L,1.483920545,43.646812257
05178000,Le Salat à Roquefort,2021-02-23,1350,Phosphore total,0.01,mg/L,0.968803704,43.157846306
05163440,La Saundrune en amont de la Garonne,2021-02-23,1302,Potentiel en Hydrogène (pH),7.8,unité pH,1.423091162,43.543713847
05158160,Le Balerme à Teulat,2021-02-23,1301,Température de l'Eau,10.0,°C,1.691168709,43.63708569
05183930,La Pique à Cier de Luchon,2021-02-23,1302,Potentiel en Hydrogène (pH),8.0,unité pH,0.602333509,42.852679219
05159000,L'Aussonnelle à Cornebarrieu,2021-02-23,1340,Nitrates,22.3,mg(NO3)/L,1.327303391,43.653155467
05158700,L'Aussonnelle à Seilh,2021-02-23,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.358402052,43.696469609
05163700,La Saudrune à l'aval du Bois Vert,2021-02-23,1303,Conductivité à 25°C,545.0,µS/cm,1.39332015,43.539047635
05175800,La Garonne à Marquefave,2021-02-23,1340,Nitrates,4.03,mg/L,1.244433271,43.317081905
05163440,La Saundrune en amont de la Garonne,2021-02-23,1303,Conductivité à 25°C,575.0,µS/cm,1.423091162,43.543713847
05175100,La Louge à l'aval du Fousseret,2021-02-23,1350,Phosphore total,0.022,mg/L,1.133384155,43.303074173
05176850,Le Volp au Plan,2021-02-23,1303,Conductivité à 25°C,455.0,µS/cm,1.11771413,43.17017534
05157600,Le Visenc à Baziège,2021-02-23,1301,Température de l'Eau,11.0,°C,1.626050795,43.449560442
05157150,La Seillonne au niveau de Dremil Lafage,2021-02-23,1350,Phosphore total,0.14,mg(P)/L,1.616522682,43.584866574
05157360,L'Hers Mort à l'aval de Castanet,2021-02-23,1301,Température de l'Eau,12.0,°C,1.501887793,43.545909907
05181900,Le Lavet à Villeneuve de Rivière,2021-02-23,1340,Nitrates,6.55,mg/L,0.648543937,43.115973775
05157360,L'Hers Mort à l'aval de Castanet,2021-02-23,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.501887793,43.545909907
05158280,Le Peyrencou au niveau de Loubens-Lauragais,2021-02-23,1303,Conductivité à 25°C,717.0,µS/cm,1.798080619,43.581808156
05157750,L'Hers Mort à Renneville,2021-02-23,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.714998187,43.377680817
05161000,La Garonne en aval de Toulouse,2021-02-23,1303,Conductivité à 25°C,288.0,µS/cm,1.368139354,43.700396138
05157750,L'Hers Mort à Renneville,2021-02-23,1303,Conductivité à 25°C,518.0,µS/cm,1.714998187,43.377680817
05157670,Le Marès au niveau d'Avignonet Lauragais,2021-02-23,1340,Nitrates,57.0,mg(NO3)/L,1.774101034,43.379086096
05177600,La Garonne à Boussens (Pont de la déviation de la N117),2021-02-23,1301,Température de l'Eau,8.8,°C,0.974040196,43.17360075
05163140,Le Bras inférieur Garonne dans Toulouse (rocade sud),2021-02-23,1302,Potentiel en Hydrogène (pH),8.0,unité pH,1.430782683,43.570552789
05157670,Le Marès au niveau d'Avignonet Lauragais,2021-02-23,1302,Potentiel en Hydrogène (pH),8.2,unité pH,1.774101034,43.379086096
05158090,Le ruisseau de Laragou à Bonrepos-Riquet,2021-02-23,1340,Nitrates,30.2,mg(NO3)/L,1.608357511,43.682674019
05163700,La Saudrune à l'aval du Bois Vert,2021-02-23,1340,Nitrates,16.4,mg(NO3)/L,1.39332015,43.539047635
05159000,L'Aussonnelle à Cornebarrieu,2021-02-23,1303,Conductivité à 25°C,628.0,µS/cm,1.327303391,43.653155467
05161000,La Garonne en aval de Toulouse,2021-02-23,1301,Température de l'Eau,10.0,°C,1.368139354,43.700396138
05165150,La lèze au niveau de Beaumont sur Lèze,2021-02-23,1340,Nitrates,24.6,mg/L,1.350520249,43.380478349
05158160,Le Balerme à Teulat,2021-02-23,1340,Nitrates,20.8,mg(NO3)/L,1.691168709,43.63708569
05181600,Le Ger à Boutx,2021-02-23,1340,Nitrates,1.54,mg/L,0.804923152,42.917018719
05175100,La Louge à l'aval du Fousseret,2021-02-23,1340,Nitrates,16.4,mg/L,1.133384155,43.303074173
